source,ruling_title,chamber,ruling_name,ruling_type,ruling_content,case_label,ecli,lodge_date,document_date,country,judge,advocate,main_subject
62011CO0540,Order of the Court (Sixth Chamber) of 19 September 2012,Sixth Chamber,  Daniel Levy and Carine Sebbag v Belgian State,  Reference for a preliminary ruling: Tribunal de première instance de Bruxelles - Belgium,  Free movement of capital - Direct taxation - Taxation of dividends - Bilateral convention which precludes double taxation - Subsequent amendment; by one of the two States party to the convention; of its national legislation; having the effect of reintroducing double taxation - Obligations of the Member States under Articles 10 EC and 293 EC,  Case C-540/11,ECLI identifier: ECLI:EU:C:2012:581,24/10/2011,19/09/2012,Belgium,Lõhmus,Mengozzi,LCC
62011CO0038,Order of the Court (Fifth Chamber) of 18 June 2012,Fifth Chamber,Amorim Energia BV v Ministério das Finanças e da Administração Pública,Reference for a preliminary ruling — Supremo Tribunal Administrativo — Interpretation of Articles 63 TFEU and 65 TFEU — National legislation subjecting dividends distributed to non-resident companies to tax rules less favourable than those applied to dividends distributed to resident companies — Non-resident companies required to have held shares for a longer minimum period and to possess a larger minimum holding,The first subparagraph of Article 104(3) of the Rules of Procedure — Articles 49 TFEU and 54 TFEU — Articles 63 TFEU and 65 TFEU — Directive 90/435/EEC — Article 3(2) — Tax legislation — Corporation tax — Taxation of dividends — Withholding tax — Exemption — Minimum holding in the company distributing dividends — Conditions — Minimum period of uninterrupted share ownership –Conditions — Resident and non-resident recipient companies — Different treatment,Case C‑38/11,ECLI identifier: ECLI:EU:C:2012:358,28/01/2011,18/06/2012,Portugal,Levits,Mengozzi,LCC
62011CO0384,Order of the Court (Fifth Chamber) of 12 July 2012,Fifth Chamber,  Tate & Lyle Investments Ltd v Belgische Staat,  Reference for a preliminary ruling: Rechtbank van eerste aanleg te Brussel - Belgium,  The first subparagraph of Article 104(3) of the Rules of Procedure - Article 63 TFEU - Tax legislation - Payment of dividends - Withholding tax - Prevention or mitigation of a series of charges to tax - Different treatment of resident recipient companies and non-resident recipient companies,  Case C-384/11,ECLI identifier: ECLI:EU:C:2012:463,19/07/2011,12/07/2012,Belgium,Levits,Mengozzi,LCC
62010CO0529,Order of the Court (Eighth Chamber) of 29 March 2012,Eighth Chamber,  Ministero dell'Economia e delle Finanze and Agenzia delle Entrate v Safilo Spa,  Reference for a preliminary ruling: Corte suprema di cassazione - Italy,  Article 104(3); first subparagraph; of the Rules of Procedure - Direct taxation - Conclusion of proceedings pending before the court giving judgment at final instance in tax matters - Abuse of rights - Article 4(3) TEU - Freedoms guaranteed by the Treaty - Principle of non-discrimination - State aid - Obligation to ensure the effective application of European Union law,  Case C-529/10,ECLI identifier: ECLI:EU:C:2012:188,16/11/2010,29/03/2012,Italy,Jarašiūnas,Sharpston,LCC
62010CO0476,Order of the Court (Eighth Chamber) of 24 June 2011,Eighth Chamber,projektart Errichtungsgesellschaft mbH; Eva Maria Pepic and Herbert Hilbe,Reference for a preliminary ruling: Unabhängiger Verwaltungssenat des Landes Vorarlberg - Austria,First subparagraph of Article 104(3) of the Rules of Procedure − Free movement of capital – Article 40 of and Annex XII to the EEA Agreement − Purchase by nationals of the Principality of Liechtenstein of a secondary residence in the Province of Vorarlberg (Austria) – Procedure of prior authorisation − Admissibility,Case C-476/10,ECLI identifier: ECLI:EU:C:2011:422,01/10/2010,24/06/2011,Austria,Prechal,Kokott,LCC
62010CO0199,Order of the Court (Fifth Chamber) of 22 November 2010,Fifth Chamber,  Secilpar - Sociedade Unipessoal SL v Fazenda Pública,  Reference for a preliminary ruling: Supremo Tribunal Administrativo - Portugal,  Article 104(3); first paragraph; of the Rules of Procedure - Articles 56 EC and 58 EC - Taxation of dividends - Deduction at source - National fiscal legislation which provides for an exemption of dividends paid to resident companies,  Case C-199/10,ECLI identifier: ECLI:EU:C:2010:706,26/04/2010,22/11/2010,Portugal,Levits,Mengozzi,LCC
62008CO0055,Order of the Court (Eighth Chamber) of 25 February 2010,Eighth Chamber,  Santa Casa da Misericórdia de Lisboa v Liga Portuguesa de Futebol Profissional; Bwin International Ltd and Betandwin,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-55/08,ECLI identifier: ECLI:EU:C:2010:86,13/02/2008,25/02/2010,Portugal,Schiemann,Bot,LCC
62007CO0439,Order of the Court (Fifth Chamber) of 4 June 2009,Fifth Chamber,Belgische Staat v KBC Bank NV (C-439/07) and Beleggen; Risicokapitaal; Beheer NV v Belgische Staat (C-499/07),References for a preliminary ruling: Hof van Beroep te Brussel and Rechtbank van eerste aanleg te Brugge - Belgium,Article 104(3); first subparagraph; of the Rules of Procedure - Articles 43 EC and 56 EC - Directive 90/435/EEC -Article 4(1) -National legislation designed to prevent double taxation of distributed profits - Deduction of the amount of dividends received from a parent company's basis of assessment only in so far as it has made taxable profits,Joined cases C-439/07 and C-499/07,ECLI identifier: ECLI:EU:C:2009:339,24/09/2007,04/06/2009,Belgium,Levits,Trstenjak,LCC
62005CO0201,Order of the Court (Fourth Chamber) of 23 April 2008,Fourth Chamber,  The Test Claimants in the CFC and Dividend Group Litigation v Commissioners of Inland Revenue,  Reference for a preliminary ruling: High Court of Justice (England & Wales); Chancery Division - United Kingdom,  First subparagraph of Article 104(3) of the Rules of Procedure - Freedom of establishment - Free movement of capital - Direct taxation - Corporation tax - Share dividends paid to a resident company by a non-resident company - Rules on controlled foreign companies (‘CFCs’) - Situation as regards a non-member country - Classification of claims brought against the tax authority - Liability of a Member State for breach of Community law,  Case C-201/05,ECLI identifier: ECLI:EU:C:2008:239,06/05/2005,23/04/2008,United Kingdom,Lenaerts,Trstenjak,LCC
62006CO0415,Order of the Court (Eighth Chamber) of 6 November 2007,Eighth Chamber,Stahlwerk Ergste Westig GmbH v Finanzamt Düsseldorf-Mettmann,Reference for a preliminary ruling: Bundesfinanzhof - Germany,First subparagraph of Article 104(3) of the Rules of Procedure - Answer clearly able to be deduced from case-law - Free movement of capital - Taxation on income - Company having permanent establishments in a non-Member State - Account taken of losses incurred by those establishments,Case C-415/06,ECLI identifier: ECLI:EU:C:2007:651,11/10/2006,06/11/2007,Germany,Silva de Lapuerta,Sharpston,LCC
62005CO0102,Order of the Court (Fourth Chamber) of 10 May 2007,Fourth Chamber,  Skatteverket v A and B,  Reference for a preliminary ruling: Regeringsrätten - Sweden,  First subparagraph of Article 104(3) of the Rules of Procedure - Free movement of capital - Freedom of establishment - Taxation - Dividends paid in respect of shares distributed by a 'close company'- 'Wage rules' - Taxation of those dividends as income from assets - Calculation of a flat-rate yield - Percentage of capital invested and fraction of salaries - Branch established in a third country - Failure to take into account employees' wages at this branch,  Case C-102/05,ECLI identifier: ECLI:EU:C:2007:275,28/02/2005,10/05/2007,Sweden,Lenaerts,Bot,LCC
62004CO0492,Order of the Court (Fourth Chamber) of 10 May 2007,Fourth Chamber,  Lasertec Gesellschaft für Stanzformen mbH v Finanzamt Emmendingen,  Reference for a preliminary ruling: Finanzgericht Baden-Württemberg - Germany,  Article 104(3); first subparagraph; of the Rules of Procedure - Free movement of capital - Freedom of establishment - Taxation - Corporation tax - Loan agreement between companies - Resident borrowing company - Shareholder lending company established in a non-member country - Meaning of ‘substantial holding’ - Payment of loan interest - Classification - Covert distribution of profits,  Case C-492/04,ECLI identifier: ECLI:EU:C:2007:273,01/12/2004,10/05/2007,Germany,Lenaerts,Bot,LCC
62003CO0268,Order of the Court (Second Chamber) of 8 June 2004,Second Chamber,  Jean-Claude De Baeck v Kingdom of Belgium,  Reference for a preliminary ruling: Rechtbank van eerste aanleg te Antwerpen - Belgium,  Article 104(3) of the Rules of Procedure - Fiscal legislation - Taxation on income of natural persons - Assignment of a major holding in the capital of a resident company - Detailed rules governing charge to tax of resultant gain,  Case C-268/03,ECLI identifier: ECLI:EU:C:2004:342,19/06/2003,08/06/2004,Belgium,Timmermans,Jacobs,LCC
62000CO0317,Order of the President of the Court of 13 November 2000,,  "Invest" Import und Export GmbH and Invest Commerce v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-317/00 P(R),ECLI identifier: ECLI:EU:C:2000:621,24/08/2000,13/11/2000,Germany; France,Rodríguez Iglesias,Mischo,LCC
61998CO0290,Order of the President of the Court of 29 September 2000,,  Commission of the European Communities v Republic of Austria,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-290/98,ECLI identifier: ECLI:EU:C:2000:524,28/07/1998,29/09/2000,Austria,Moitinho de Almeida,Saggio,LCC
61985CO0132,Order of the Court of 16 December 1987,,  Commission of the European Communities v Hellenic Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 132/85,ECLI identifier: ECLI:EU:C:1987:558,02/05/1985,16/12/1987,Greece,Everling,Darmon,LCC
61985CO0318,Order of the Court of 5 March 1986,,  Criminal proceedings against Regina Greis Unterweger,  Reference for a preliminary ruling: Commissione consultiva per le infrazioni valutarie - Italy,  Lack of jurisdiction de la Cour,  Case 318/85,ECLI identifier: ECLI:EU:C:1986:106,25/10/1985,05/03/1986,Italy,Koopmans,Mancini,LCC
62016CO0222,Order of the Court (Ninth Chamber) of 15 November 2016,Ninth Chamber,„MIP-TS“ OOD v Nachalnik na Mitnitsa Varna,Request for a preliminary ruling from the Administrativen sad - Varna,Reference for a preliminary ruling — Commercial policy — Regulation (EC) No 1225/2009 — Article 13 — Circumvention — Implementing Regulation (EU) No 791/2011 — Open mesh fabrics of glass fibres originating in the People’s Republic of China — Anti-dumping duties — Implementing Regulations (EU) No 437/2012 and (EU) No 21/2013 — Consignment from Thailand — Extension of anti-dumping duties — Temporal scope — Community Customs Code — Post-clearance recovery of import duties,Case C-222/16,ECLI identifier: ECLI:EU:C:2016:877,20/04/2016,15/11/2016,Bulgaria,Jürimäe,Szpunar,LCM
62015CO0264,Order of the Court (Ninth Chamber) of 21 April 2016,Ninth Chamber,Makro autoservicio mayorista SA and Vestel Iberia SL v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,Joined Cases C-264/15 P and C-265/15 P,ECLI identifier: ECLI:EU:C:2016:301,02/06/2015,21/04/2016,Spain,Vajda,Wahl,LCM
62014CO0084,Order of the Court (Tenth Chamber) of 14 July 2015,Tenth Chamber,Forgital Italy SpA v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-84/14 P,ECLI identifier: ECLI:EU:C:2015:517,18/02/2014,14/07/2015,Italy,Rosas,Bot,LCM
62014CO0405,Order of the Court (Seventh Chamber) of 11 June 2015,Seventh Chamber,  PST CLC; a,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-405/14,ECLI identifier: ECLI:EU:C:2015:402,25/08/2014,11/06/2015,Czech Republic,Lycourgos,Wahl,LCM
62014CO0139,Order of the Court (Sixth Chamber) 22 October 2014,Sixth Chamber,Mineralquelle Zurzach AG v Hauptzollamt Singen,Request for a preliminary ruling from the Finanzgericht Baden-Württemberg,Reference for a preliminary ruling — Common Customs Tariff — Tariff classification — Combined Nomenclature — Classification of goods — Tariff heading 2202 10 00 — Waters; including mineral waters and aerated waters; containing added sugar or other sweetening matter or flavoured — Tariff heading 2202 9010 11 — Fruit or vegetable juice diluted with water or aerated water,Affaire C‑139/14,ECLI identifier: ECLI:EU:C:2014:2313,24/03/2014,22/10/2014,Germany,Borg Barthet,Szpunar,LCM
62014CO0138,Order of the President of the Eighth Chamber of the Court of 30 September 2014,,  Firma Handlowa Faktor B, i W, Gęsina; Gęsina Wojciech v European Commission,  Case C-138/14 P,ECLI identifier: ECLI:EU:C:2014:2256,21/03/2014,30/09/2014,Poland,Fernlund,Cruz Villalón,LCM
62014CO0204,Order of the Court (Tenth Chamber) of 4 September 2014,Tenth Chamber,István Tivadar Szabó v Nemzeti Adó- és Vámhivatal Közép-dunántúli Regionális Adó Főigazgatósága,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C‑204/14,ECLI identifier: ECLI:EU:C:2014:2220,23/04/2014,04/09/2014,Hungary,Vajda,Kokott,LCM
62014CO0181,Order of the President of the Court; 6 May 2014,,G,Reference for a preliminary ruling from the Bundesgerichtshof,Expedited procedure,Case C‑181/14,ECLI identifier: ECLI:EU:C:2014:740,14/04/2014,06/05/2014,Germany,Malenovský,Bot,LCM
62013CO0600,Order of the Court (Seventh Chamber) of 30 April 2014,Seventh Chamber,Intelcom Service Ltd v Vincenzo Mario Marvulli,Request for a preliminary ruling from the Giudice di pace di Matera,Request for a preliminary ruling — Articles 34 TFEU; 35 TFEU; 37 TFEU; 56 TFEU and 60 TFEU — Directive 2006/123/EC — National legislation granting notaries the exclusive right to draft and authenticate deeds relating to the sale of immovable property — Manifest inadmissibility,Case C‑600/13,ECLI identifier: ECLI:EU:C:2014:609,21/11/2013,30/04/2014,Italy,Arabadjiev,Cruz Villalón,LCM
62012CO0037,Order of the Court (Sixth Chamber) of 21 February 2013,Sixth Chamber,  Saupiquet SAS v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-37/12 P,ECLI identifier: ECLI:EU:C:2013:96,26/01/2012,21/02/2013,France,Levits,Sharpston,LCM
62012CO0173,Order of the Court (Tenth Chamber) of 17 January 2013,Tenth Chamber,  Verenigde Douaneagenten BV v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-173/12 P,ECLI identifier: ECLI:EU:C:2013:25,11/04/2012,17/01/2013,Netherlands,Vajda,Cruz Villalón,LCM
62011CO0333,Order of the Court (Sixth Chamber) of 8 March 2012,Sixth Chamber,  Koninklijke Federatie van Belgische Transporteurs en Logistiek Dienstverleners (Febetra) v Belgische Staat,  Reference for a preliminary ruling: Hof van Cassatie - Belgium,  Article 104(3); first subparagraph; of the Rules of Procedure - TIR Convention - Community Customs Code - Excise duties - Transport carried out under cover of a TIR carnet - Unlawful unloading - Determination of the place of the offence - Recovery of customs and excise duties - Jurisdiction,  Case C-333/11,ECLI identifier: ECLI:EU:C:2012:134,30/06/2011,08/03/2012,Belgium,Fernlund,Jääskinen,LCM
62011CO0348,Order of the Court (Eighth Chamber) of 23 March 2012,Eighth Chamber,  Thomson Sales Europe SA v Administration des douanes (Direction nationale du renseignement et des enquêtes douanières),  Reference for a preliminary ruling: Tribunal d'instance de Paris - France,  Articles 92(1) and 103(1) of the Rules of Procedure - Manifest inadmissibility - Article 104(3); second subparagraph; of the Rules of Procedure - Answer admitting of no reasonable doubt - Reference for a preliminary ruling - Assessment of validity - Common commercial policy - Dumping - Importation of televisions manufactured in Thailand - Validity of the investigation carried out by the European Anti-Fraud Office (OLAF) - Validity of Regulations (EC) Nos 710/95 and 2584/98,  Case C-348/11,ECLI identifier: ECLI:EU:C:2012:169,04/07/2011,23/03/2012,France,Toader,Mazák,LCM
62011CO0227,Order of the Court (Sixth Chamber) of 19 January 2012,Sixth Chamber,DHL Danzas Air & Ocean (Netherlands) BV v Inspecteur van de Belastingdienst/Douane West; kantoor Hoofddorp,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C‑227/11,ECLI identifier: ECLI:EU:C:2012:30,16/05/2011,19/01/2012,Netherlands,Fernlund,Mengozzi,LCM
62010CO0432,Order of the Court (Sixth Chamber) of 20 January 2011,Sixth Chamber,  Criminal proceedings against Aboulkacem Chihabi and Others,  Reference for a preliminary ruling: Rechtbank van eerste aanleg te Antwerpen - Belgium,  Reference for a preliminary ruling -Manifest inadmissibility,  Case C-432/10,ECLI identifier: ECLI:EU:C:2011:25,26/08/2010,20/01/2011,Belgium,Lõhmus,Kokott,LCM
62010CO0193,Order of the Court (Eighth Chamber) of 9 December 2010,Eighth Chamber,KMB Europe BV v Hauptzollamt Duisburg,Reference for a preliminary ruling: Finanzgericht Düsseldorf - Germany,First subparagraph of Article 104(3) of the Rules of Procedure – Common Customs Tariff − Combined Nomenclature − Tariff classification – MP3 media players – Heading 8521 – Video recording or reproducing apparatus,Case C-193/10,ECLI identifier: ECLI:EU:C:2010:763,19/04/2010,09/12/2010,Germany,Prechal,Bot,LCM
62009CO0514,Order of the Court (Eighth Chamber) of 21 May 2010,Eighth Chamber,  Hubert Ségaud v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-514/09 P,ECLI identifier: ECLI:EU:C:2010:297,11/12/2009,21/05/2010,France,Toader,Cruz Villalón,LCM
62009CO0498,Order of the Court (Eighth Chamber) of 10 June 2010,Eighth Chamber,  Thomson Sales Europe v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-498/09 P,ECLI identifier: ECLI:EU:C:2010:338,27/11/2009,10/06/2010,France,Toader,Kokott,LCM
62007CO0204,Order of the Court (Third Chamber) of 10 September 2009,Third Chamber,  C,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-204/07 P-DEP,ECLI identifier: ECLI:EU:C:2009:526,09/03/2009,10/09/2009,Italy,Arabadjiev,Trstenjak,LCM
