source,subject
62014CO0579,Intellectual; industrial and commercial property
62014CO0579,Trade marks
62014CO0142,Trade marks
62014CO0142,Intellectual; industrial and commercial property
62014CO0343,Trade marks
62014CO0343,Intellectual; industrial and commercial property
62013CO0622,Intellectual; industrial and commercial property
62013CO0622,Trade marks
62014CO0491,Trade marks
62014CO0491,Intellectual; industrial and commercial property
62014CO0035,Intellectual; industrial and commercial property
62014CO0035,Trade marks
62014CO0414,Trade marks
62014CO0414,Intellectual; industrial and commercial property
62013CO0141,Trade marks
62013CO0141,Intellectual; industrial and commercial property
62013CO0141,Procedural provisions
62014CO0370,Trade marks
62014CO0370,Intellectual; industrial and commercial property
62014CO0374,Intellectual; industrial and commercial property
62014CO0374,Trade marks
62014CO0420,Intellectual; industrial and commercial property
62014CO0420,Trade marks
62013CO0495,Intellectual; industrial and commercial property
62013CO0495,Trade marks
62013CO0494,Intellectual; industrial and commercial property
62013CO0494,Trade marks
62013CO0496,Intellectual; industrial and commercial property
62013CO0496,Trade marks
62014CO0311,Intellectual; industrial and commercial property
62014CO0311,Trade marks
62014CO0057,Trade marks
62014CO0057,Intellectual; industrial and commercial property
62014CO0320,Trade marks
62014CO0320,Intellectual; industrial and commercial property
62014CO0368,Trade marks
62014CO0368,Intellectual; industrial and commercial property
62013CO0301,Trade marks
62013CO0301,Intellectual; industrial and commercial property
62014CO0253,Intellectual; industrial and commercial property
62014CO0253,Trade marks
62013CO0435(01),Procedural provisions
62013CO0435(01),Intellectual; industrial and commercial property
62013CO0435(01),General provisions
62013CO0435(01),Designs
62013CO0159,Trade marks
62013CO0159,Intellectual; industrial and commercial property
62014CO0170,Trade marks
62014CO0170,Intellectual; industrial and commercial property
62013CO0466,Intellectual; industrial and commercial property
62013CO0466,Trade marks
62013CO0348,Intellectual; industrial and commercial property
62013CO0348,Approximation of laws
62013CO0348,Copyright and related rights
62013CO0669,Intellectual; industrial and commercial property
62013CO0669,Trade marks
62014CO0091,Intellectual; industrial and commercial property
62014CO0091,Trade marks
62013CO0521,Trade marks
62013CO0521,Intellectual; industrial and commercial property
62014CO0150,Intellectual; industrial and commercial property
62014CO0150,Trade marks
62013CO0509,Intellectual; industrial and commercial property
62013CO0509,Trade marks
62013CO0435,General provisions
62013CO0435,Intellectual; industrial and commercial property
62013CO0435,Designs
62013CO0468,Intellectual; industrial and commercial property
62013CO0468,Trade marks
62013CO0535,Approximation of laws
62013CO0535,Intellectual; industrial and commercial property
62013CO0535,Trade marks
62013CO0490,Trade marks
62013CO0490,Intellectual; industrial and commercial property
62014CO0101,Trade marks
62014CO0101,Intellectual; industrial and commercial property
62013CO0675,Intellectual; industrial and commercial property
62013CO0675,Trade marks
62013CO0676,Trade marks
62013CO0676,Intellectual; industrial and commercial property
62014CO0022,Trade marks
62014CO0022,Intellectual; industrial and commercial property
62013CO0670,Trade marks
62013CO0670,Intellectual; industrial and commercial property
62013CO0450,Trade marks
62013CO0450,Intellectual; industrial and commercial property
62013CO0285,Trade marks
62013CO0285,Intellectual; industrial and commercial property
62013CO0448,Trade marks
62013CO0448,Intellectual; industrial and commercial property
62013CO0414,Intellectual; industrial and commercial property
62013CO0414,Trade marks
62012CO0608,Trade marks
62012CO0608,Intellectual; industrial and commercial property
62013CO0411,Trade marks
62013CO0411,Intellectual; industrial and commercial property
62013CO0374,Intellectual; industrial and commercial property
62013CO0374,Trade marks
62013CO0412,Trade marks
62013CO0412,Intellectual; industrial and commercial property
62013CO0177,Trade marks
62013CO0177,Intellectual; industrial and commercial property
62013CO0555,Approximation of laws
62013CO0555,Intellectual; industrial and commercial property
62012CO0422,Trade marks
62012CO0422,Intellectual; industrial and commercial property
62013CO0324,Intellectual; industrial and commercial property
62013CO0324,Trade marks
62013CO0372,Intellectual; industrial and commercial property
62013CO0372,Patents
62013CO0372,Commercial policy
62013CO0372,External relations
62013CO0462,Commercial policy
62013CO0462,External relations
62013CO0462,Intellectual; industrial and commercial property
62013CO0193,Trade marks
62013CO0193,Intellectual; industrial and commercial property
62012CO0524,Intellectual; industrial and commercial property
62012CO0524,Trade marks
62013CO0070,Trade marks
62013CO0070,Intellectual; industrial and commercial property
62011CO0406(01),Intellectual; industrial and commercial property
62011CO0406(01),Procedural provisions
62011CO0406(01),Trade marks
62013CO0049,Intellectual; industrial and commercial property
62013CO0049,Approximation of laws
62013CO0049,Trade marks
62011CO0582(01),Trade marks
62011CO0582(01),Intellectual; industrial and commercial property
62011CO0582(01),Procedural provisions
62012CO0617,Patents
62012CO0617,Approximation of laws
62012CO0617,Intellectual; industrial and commercial property
62013CO0210,Intellectual; industrial and commercial property
62013CO0210,Approximation of laws
62013CO0210,Patents
62012CO0410,Trade marks
62012CO0410,Intellectual; industrial and commercial property
62009CO0038,Intellectual; industrial and commercial property
62009CO0038,Agriculture and Fisheries
62009CO0038,Procedural provisions
62012CO0593,Intellectual; industrial and commercial property
62012CO0593,Trade marks
62012CO0041,Trade marks
62012CO0041,Intellectual; industrial and commercial property
62012CO0346,Intellectual; industrial and commercial property
62012CO0346,Trade marks
62012CO0381,Trade marks
62012CO0381,Intellectual; industrial and commercial property
62012CO0014,Trade marks
62012CO0014,Intellectual; industrial and commercial property
62012CO0357,Intellectual; industrial and commercial property
62012CO0357,Trade marks
62012CO0260,Trade marks
62012CO0260,Intellectual; industrial and commercial property
62007CO0498,Intellectual; industrial and commercial property
62007CO0498,Procedural provisions
62007CO0498,Trade marks
62012CO0379,Trade marks
62012CO0379,Intellectual; industrial and commercial property
62012CO0294,Intellectual; industrial and commercial property
62012CO0294,Trade marks
62012CO0268,Trade marks
62012CO0268,Intellectual; industrial and commercial property
62012CO0354,Trade marks
62012CO0354,Intellectual; industrial and commercial property
62012CO0341,Trade marks
62012CO0341,Intellectual; industrial and commercial property
62012CO0393,Trade marks
62012CO0393,Intellectual; industrial and commercial property
62012CO0171,Intellectual; industrial and commercial property
62012CO0171,Trade marks
62012CO0266,Intellectual; industrial and commercial property
62012CO0266,Trade marks
62012CO0021,Intellectual; industrial and commercial property
62012CO0021,Trade marks
62012CO0261,Trade marks
62012CO0261,Intellectual; industrial and commercial property
62012CO0042,Trade marks
62012CO0042,Intellectual; industrial and commercial property
62011CO0649,Trade marks
62011CO0649,Intellectual; industrial and commercial property
62011CO0624,Trade marks
62011CO0624,Intellectual; industrial and commercial property
62009CO0254,Trade marks
62009CO0254,Procedural provisions
62009CO0254,Intellectual; industrial and commercial property
62012CO0069,Intellectual; industrial and commercial property
62012CO0069,Trade marks
62011CO0611,Trade marks
62011CO0611,Intellectual; industrial and commercial property
62010CO0005(02),Trade marks
62010CO0005(02),Procedural provisions
62010CO0005(02),Intellectual; industrial and commercial property
62007CO0197(01),Intellectual; industrial and commercial property
62007CO0197(01),Procedural provisions
62007CO0197(01),Trade marks
62011CO0588,Intellectual; industrial and commercial property
62011CO0588,Trade marks
62011CO0587(01),Trade marks
62011CO0587(01),Intellectual; industrial and commercial property
62011CO0587,Intellectual; industrial and commercial property
62011CO0587,Trade marks
62011CO0582,Trade marks
62011CO0582,Intellectual; industrial and commercial property
62011CO0191(01),Trade marks
62011CO0191(01),Intellectual; industrial and commercial property
62011CO0191(01),Procedural provisions
62011CO0599,Intellectual; industrial and commercial property
62011CO0599,Trade marks
62011CO0467,Intellectual; industrial and commercial property
62011CO0467,Trade marks
62011CO0307,Trade marks
62011CO0307,Intellectual; industrial and commercial property
62011CO0453,Intellectual; industrial and commercial property
62011CO0453,Trade marks
62011CO0198,Trade marks
62011CO0198,Intellectual; industrial and commercial property
62011CO0354,Trade marks
62011CO0354,Intellectual; industrial and commercial property
62011CO0087,Intellectual; industrial and commercial property
62011CO0087,Trade marks
62011CO0334,Intellectual; industrial and commercial property
62011CO0334,Trade marks
62011CO0406,Trade marks
62011CO0406,Intellectual; industrial and commercial property
62011CO0081,Trade marks
62011CO0081,Intellectual; industrial and commercial property
62011CO0191,Trade marks
62011CO0191,Intellectual; industrial and commercial property
62011CO0442,Approximation of laws
62011CO0442,Patents
62011CO0442,Intellectual; industrial and commercial property
62011CO0574,Intellectual; industrial and commercial property
62011CO0574,Patents
62011CO0574,Approximation of laws
62010CO0302,Copyright and related rights
62010CO0302,Approximation of laws
62010CO0302,Intellectual; industrial and commercial property
62010CO0302,Freedom to provide services
62010CO0302,Right of establishment
62011CO0045,Intellectual; industrial and commercial property
62011CO0045,Trade marks
62011CO0076,Trade marks
62011CO0076,Intellectual; industrial and commercial property
62011CO0222,Intellectual; industrial and commercial property
62011CO0222,Trade marks
62010CO0630,Approximation of laws
62010CO0630,Patents
62010CO0630,Intellectual; industrial and commercial property
62011CO0006,Approximation of laws
62011CO0006,Patents
62011CO0006,Intellectual; industrial and commercial property
62011CO0067,Trade marks
62011CO0067,Intellectual; industrial and commercial property
62010CO0518,Intellectual; industrial and commercial property
62010CO0518,Patents
62010CO0518,Approximation of laws
62010CO0541,Intellectual; industrial and commercial property
62010CO0541,Trade marks
62011CO0378,Trade marks
62011CO0378,Intellectual; industrial and commercial property
62010CO0546,Trade marks
62010CO0546,Intellectual; industrial and commercial property
62011CO0316,Intellectual; industrial and commercial property
62011CO0316,Trade marks
62010CO0198,Designs
62010CO0198,Intellectual; industrial and commercial property
62010CO0198,Approximation of laws
62010CO0056,Trade marks
62010CO0056,Intellectual; industrial and commercial property
